,location,total_cases,total_deaths,total_vaccinations,total_tests
306,Argentina,2092786.0,55536.0,629469.0,7170464.0
307,Argentina,2095565.0,55599.0,629621.0,7197555.0
308,Argentina,2099828.0,55686.0,630939.0,7233674.0
309,Argentina,2104769.0,55782.0,632252.0,7272187.0
310,Argentina,2113288.0,55957.0,656668.0,7329164.0
311,Argentina,2121456.0,56098.0,720514.0,7384114.0
312,Argentina,2129169.0,56245.0,788422.0,7441677.0
313,Argentina,2134735.0,56325.0,821046.0,7482750.0
314,Argentina,2138252.0,56396.0,841228.0,7510829.0
315,Argentina,2146340.0,56561.0,908824.0,7563365.0
316,Argentina,2153666.0,56698.0,995802.0,7612986.0
317,Argentina,2161239.0,56833.0,1089660.0,7664679.0
318,Argentina,2169116.0,56963.0,1169154.0,7710324.0
319,Argentina,2175764.0,57093.0,1250875.0,7759317.0
320,Argentina,2180002.0,57174.0,1268784.0,7795960.0
321,Argentina,2182953.0,57227.0,1274914.0,7825038.0
322,Argentina,2190516.0,57433.0,1349499.0,7870866.0
323,Argentina,2198001.0,57595.0,1425142.0,7918196.0
324,Argentina,2205498.0,57737.0,1496667.0,7965672.0
325,Argentina,2212756.0,57862.0,1608768.0,8010905.0
326,Argentina,2219657.0,57982.0,1720532.0,8057024.0
327,Argentina,2223981.0,58067.0,1775482.0,8089508.0
328,Argentina,2226676.0,58111.0,1787280.0,8111527.0
329,Argentina,2234329.0,58277.0,1889799.0,8155621.0
330,Argentina,2242011.0,58450.0,2005626.0,8203207.0
331,Argentina,2249925.0,58607.0,2169642.0,8252381.0
332,Argentina,2260897.0,58769.0,2356554.0,8299158.0
333,Argentina,2268693.0,58918.0,2518250.0,8352235.0
334,Argentina,2273464.0,59011.0,2564648.0,8389471.0
335,Argentina,2276955.0,59088.0,2573822.0,8414286.0
336,Argentina,2285237.0,59285.0,2711470.0,8463668.0
337,Argentina,2293627.0,59437.0,2845235.0,8517680.0
338,Argentina,2302492.0,59606.0,2984857.0,8569181.0
339,Argentina,2311091.0,59768.0,3123839.0,8624793.0
340,Argentina,2319467.0,59919.0,3250059.0,8676783.0
341,Argentina,2325266.0,60009.0,3300947.0,8712751.0
342,Argentina,2328586.0,60082.0,3320581.0,8736222.0
343,Argentina,2338833.0,60269.0,3403666.0,8791185.0
344,Argentina,2349531.0,60489.0,3510171.0,8846982.0
345,Argentina,2356243.0,60626.0,3547641.0,8883582.0
346,Argentina,2370019.0,60858.0,3650854.0,8943784.0
347,Argentina,2384531.0,61065.0,3744443.0,9009934.0
348,Argentina,2393871.0,61238.0,3799551.0,9055554.0
349,Argentina,2400067.0,61341.0,3820386.0,9089217.0
350,Argentina,2415140.0,61627.0,3940607.0,9152157.0
351,Argentina,2431512.0,61908.0,4103671.0,9224509.0
352,Argentina,2448371.0,62168.0,4278666.0,9293954.0
353,Argentina,2461481.0,62402.0,4395831.0,9355082.0
354,Argentina,2472308.0,62555.0,4463998.0,9398451.0
355,Argentina,2485231.0,62816.0,4538480.0,9447922.0
356,Argentina,2494044.0,62995.0,4586977.0,9488030.0
357,Argentina,2515692.0,63425.0,4753004.0,9571557.0
358,Argentina,2541106.0,63858.0,4947046.0,9662935.0
359,Argentina,2565096.0,64266.0,5185515.0,9761510.0
360,Argentina,2591753.0,64663.0,5421520.0,9861957.0
361,Argentina,2615889.0,65041.0,5661955.0,9959595.0
362,Argentina,2633914.0,65361.0,5754913.0,10035583.0
363,Argentina,2647413.0,65614.0,5803231.0,10089278.0
364,Argentina,2672481.0,66140.0,5985077.0,10179715.0
365,Argentina,2699852.0,66729.0,6171184.0,10277629.0
366,Argentina,2725105.0,67248.0,6342906.0,10363786.0
367,Argentina,2752164.0,67755.0,6494042.0,10468374.0
368,Argentina,2778341.0,68252.0,6617791.0,10572868.0
369,Argentina,2797859.0,68621.0,6663515.0,10647363.0
370,Argentina,2811936.0,68907.0,6683422.0,10700507.0
371,Argentina,2840132.0,69516.0,6773932.0,10796914.0
372,Argentina,2869502.0,70133.0,6896690.0,10900192.0
373,Argentina,2895446.0,70675.0,7070692.0,10996664.0
374,Argentina,2922767.0,71259.0,7248931.0,11087728.0
375,Argentina,2948735.0,71760.0,7443531.0,11187631.0
376,Argentina,2965250.0,72119.0,7535771.0,11246051.0
377,Argentina,2977690.0,72377.0,7585094.0,11290331.0
378,Argentina,3002918.0,72961.0,7757254.0,11376389.0
379,Argentina,3028455.0,73552.0,7911033.0,11472001.0
380,Argentina,3052238.0,74031.0,8070087.0,11559221.0
381,Argentina,3075906.0,74538.0,8226429.0,11657034.0
382,Argentina,3097538.0,75000.0,8341416.0,11739082.0
383,Argentina,3109368.0,75259.0,8361729.0,11792326.0
384,Argentina,3119183.0,75492.0,8401909.0,11838913.0
385,Argentina,3144921.0,76098.0,8576668.0,11931195.0
386,Argentina,3169534.0,76608.0,8808763.0,12025699.0
387,Argentina,3194886.0,77157.0,9053828.0,12123718.0
388,Argentina,3217446.0,77657.0,9256720.0,12210405.0
389,Argentina,3240760.0,78134.0,9462141.0,12304237.0
390,Argentina,3254291.0,78428.0,9536432.0,12364731.0
391,Argentina,3263891.0,78681.0,9555130.0,12411923.0
392,Argentina,3289632.0,79350.0,9696852.0,12494329.0
393,Argentina,3317317.0,79947.0,9837353.0,12591905.0
394,Argentina,3340320.0,80467.0,10035018.0,12672525.0
395,Argentina,3368166.0,81072.0,10227212.0,12764776.0
396,Argentina,3394716.0,81642.0,10423782.0,12861396.0
397,Argentina,3412813.0,81976.0,10518894.0,12941256.0
398,Argentina,3429880.0,82322.0,10586502.0,12990447.0
399,Argentina,3467566.0,83200.0,10773492.0,13106212.0
400,Argentina,3506876.0,83938.0,10971786.0,13232243.0
401,Argentina,3544060.0,84694.0,11139570.0,13336921.0
402,Argentina,3580895.0,85391.0,11322226.0,13452748.0
403,Argentina,3618417.0,86031.0,11499542.0,13586601.0
404,Argentina,3647003.0,86506.0,11600006.0,13681398.0
405,Argentina,3664540.0,86838.0,11645284.0,13729849.0
406,Argentina,3690863.0,87441.0,11733673.0,13815092.0
407,Argentina,3714291.0,87939.0,11797108.0,13896558.0
408,Argentina,3754870.0,88865.0,11950265.0,14011918.0
409,Argentina,3795404.0,89639.0,12119737.0,14131951.0
410,Argentina,3832586.0,90382.0,12365902.0,14255230.0
411,Argentina,3856250.0,90819.0,12593438.0,14338964.0
412,Argentina,3872872.0,91177.0,12722329.0,14391541.0
413,Argentina,3908620.0,91997.0,13021430.0,14499578.0
414,Argentina,3942993.0,92660.0,13336418.0,14611725.0
415,Argentina,3975238.0,93334.0,13645862.0,14722559.0
416,Argentina,4006799.0,93934.0,13995599.0,14838348.0
417,Argentina,4036261.0,94504.0,14403883.0,14948780.0
418,Argentina,4055366.0,94867.0,14730758.0,15029163.0
419,Argentina,4068077.0,95155.0,14948158.0,15077201.0
420,Argentina,4096958.0,95774.0,15301448.0,15185799.0
421,Argentina,4127530.0,96384.0,15671439.0,15293668.0
422,Argentina,4155978.0,96930.0,16043868.0,15395254.0
423,Argentina,4181413.0,97417.0,16379010.0,15498005.0
424,Argentina,4205612.0,97905.0,16745881.0,15601251.0
425,Argentina,4219676.0,98210.0,16931040.0,15669427.0
426,Argentina,4230846.0,98472.0,17013735.0,15712779.0
427,Argentina,4258074.0,99022.0,17251846.0,15818759.0
428,Argentina,4284999.0,99541.0,17509761.0,15922191.0
429,Argentina,4308103.0,100009.0,17796964.0,16019430.0
430,Argentina,4328754.0,100372.0,18111429.0,16111822.0
431,Argentina,4348080.0,100751.0,18510824.0,16202453.0
432,Argentina,4361119.0,101001.0,18743457.0,16269834.0
433,Argentina,4368482.0,101166.0,18842680.0,16301956.0
434,Argentina,4380527.0,101469.0,19012420.0,16357852.0
435,Argentina,4406702.0,102004.0,19300406.0,16454096.0
436,Argentina,4432040.0,102492.0,19563614.0,16549362.0
437,Argentina,4455226.0,102940.0,19868192.0,16642481.0
438,Argentina,4478195.0,103287.0,20245072.0,16745080.0
439,Argentina,4492092.0,103510.0,20561430.0,16811140.0
440,Argentina,4501629.0,103698.0,20737714.0,16849124.0
441,Argentina,4524135.0,104109.0,21110855.0,16932725.0
