location,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million,smokers
Aruba,19675.85874649205,42.02247191011236,42.214238005644404,136.45173745173744,0.3307543520309478,0.32258697764820216,184820.99910383535,394.72913951310863,396.53028410159925,1281.7304527027027,3.1068529980657638,3.029451895043732,,,,,,,,,,579.0,396.5,5.4345,3.7215000000000003,,,,,154460.5967413442,81352.60860655738,73008.76482617587,,293.0642673521851,221.86171761280931,145.0893482688391,76.41700819672131,68.57918200408999,,2084.0029112081515,113.60553129548762,0.10674526928675401,40.939755859375,584.8,41.2,13.085,7.452,35973.781,,,11.62,,,,,76.29,,106459.0,131.09545768181817,14.27727272727273,28.439090909090908,1230.3692204545455,
Asia,78901252.81785715,186347.775,187034.6834188341,822724.1633928572,1439.4464285714287,1445.2260098654708,16711.469217857142,39.468883035714285,39.614391928251116,174.25490714285715,0.3048821428571429,0.30610313901345293,,,,,,,,,,,,,,,,,,5312129757.698233,2398644049.010101,2058362531.4187818,773039026.9346315,11415377.578880407,11411983.652671756,112.51224747474747,50.80382575757575,43.596725888324876,16.373129346314325,2417.092875318066,3866989.0954198474,0.08191603053435113,,,,,,,,,,,,,,,,4721383370.0,,,,,
Australia,2909895.8700716845,10243.454463480613,10215.510594202899,4760.013876040703,17.41860465116279,17.400817757009346,111160.5720483871,391.3089522091975,390.2414510869565,181.8367289546716,0.6653823255813954,0.6647065420560747,1.0954961089494164,81.2810707456979,3.104945506692161,1315.4120458891014,50.2498776290631,,,,,26907363.238663483,87650.53643966548,1038.0491062052506,3.3814516129032257,88044.40794223826,3.396637785800241,0.08838311218335343,1791.0463208685162,34070215.97644927,12609079.587804878,11878214.242105262,10534167.547337279,117407.07142857143,89576.42756680731,130.1511231884058,48.1680243902439,45.375852631578944,40.24127218934911,3421.902953586498,31293.369901547117,0.11951758087201125,48.279225023342676,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,,3.84,83.44,0.944,26177410.0,1211.5158011911765,0.036838235294117644,4.014779411764706,45.69858897647059,29.5
Austria,1910419.0405156538,5406.92606284658,5408.7662906220985,12387.074906367041,20.582706766917294,20.654509487666033,213702.56025230204,604.8275027726432,605.0333416898793,1385.6381985018725,2.302437969924812,2.3104924098671726,1.063920233463035,189.25333333333333,21.170177142857145,1273.555238095238,142.46193333333332,,,,,61916210.08787129,234494.9801242236,6939.65938490099,26.282536645962733,234688.8166047088,26.304273853779428,0.019636220472440943,381.93346456692916,12711184.086471409,5273797.880055788,3431463.900510204,2872394.119708029,28299.622905027933,28279.50837988827,142.18942817294283,58.99352859135286,38.384515306122445,32.1309197080292,3163.38687150838,9635.333798882682,0.10776536312849161,51.6621037463977,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.900000000000002,,7.37,81.54,0.922,8939617.0,9812.208267208054,5.920469798657718,10.428456375838925,1098.4046010510067,59.3
Azerbaijan,438936.6244218316,766.9222222222222,770.4334995348837,5634.219831618335,9.447146866230122,9.48995112781955,42376.26172432933,74.04098240740741,74.37996,543.9445219831618,0.9121178671655753,0.9162095864661653,0.9759881422924902,,,,,,,,,4821270.412017168,11442.9,467.49481115879826,1.10958,8935.082125603865,0.8663743961352657,0.0926772397094431,92.99086419753087,8372882.847619047,3852063.479115479,3356640.5220588236,2360386.4,28814.698924731183,23576.270408163266,80.8342142857143,37.18923832923833,32.40578431372549,22.787756097560976,2276.139455782313,9153.522108843537,0.08833843537414966,63.60549227799227,119.309,32.4,6.018,3.8710000000000004,15847.419,,559.812,7.11,0.3,42.5,83.241,4.7,73.0,0.756,10358078.0,24105.15390090909,22.737272727272728,24.903939393939396,2332.2102556969694,42.8
Bahamas,19361.962476547844,35.247887323943665,35.39097547169811,454.4704761904762,0.7933333333333333,0.7956468899521532,47225.565774859286,85.97275774647886,86.32176415094341,1108.4943838095237,1.934985714285714,1.940578947368421,0.9666561844863732,,,,,,,,,192901.84732824427,475.39130434782606,472.90762595419847,1.1654347826086957,361.8501872659176,0.8870749063670411,0.12577894736842105,19.315589353612168,209728.45454545456,109453.04918032787,108979.16363636364,27114.36,3086.0,594.858075040783,51.15409090909091,26.69655737704918,26.580727272727273,6.614,1450.9559543230016,284.53344208809136,0.06944698205546493,58.00403525954946,39.497,34.3,8.996,5.2,27717.847,,235.954,13.17,3.1,20.4,,2.9,73.92,0.814,409989.0,320.70910481818186,7.044090909090909,21.181818181818183,786.4825957272728,23.5
Bahrain,313764.5823367065,644.7424103035878,647.7051737523105,967.4043151969981,1.448405253283302,1.4546239396795475,213120.9732897884,437.93385832566696,439.94626987060997,657.0981829268292,0.9837392120075046,0.9879368520263903,1.0214396887159534,,,,,,,,,3694617.4676375403,12138.087934560328,2524.9134433656955,8.29521472392638,11920.491606714628,8.14650959232614,0.06114484412470024,79.85059952038368,2582541.230490018,989425.8528428094,1034502.641509434,975773.9831932773,5659.959770114942,4747.965659340659,175.41631578947369,67.20553511705687,70.26745283018867,66.27810924369749,3224.9766483516482,1677.4162087912089,0.11391483516483518,40.188886756238006,1935.907,32.4,2.372,1.387,43290.705,,151.689,16.52,5.8,37.6,,2.0,77.29,0.852,1472237.0,,,,,43.4
Bangladesh,1175510.7905027934,1897.3026070763501,1906.1452778297473,18252.26127819549,27.673872180451127,27.80291879131256,6866.848139664804,11.083249534450651,11.13490739008419,106.62215883458647,0.16169736842105262,0.162466477809254,1.0153846153846153,,,,,,,,,5820977.767253045,18702.17050067659,34.37122056833559,0.11042083897158322,17176.757462686568,0.1014179104477612,0.1156476368159204,20.721144278606964,123969309.77777778,64046263.584527224,56962708.73701299,31986688.204379562,746977.7365591398,472057.8144192256,72.41812865497076,37.41315186246418,33.27538961038961,18.685912408759123,2757.5460614152203,201705.91588785045,0.1178411214953271,53.632691933916426,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632,171186368.0,,,,,45.7
Barbados,34926.54272300469,99.93802816901409,100.40672924528302,211.15583173996177,0.5478011472275335,0.5487973102785783,124008.65884225351,354.8356234741784,356.49977358490565,749.7207380497132,1.9450525812619504,1.9484668587896254,0.8921325966850828,,,,,,,,,632558.4166666666,907.2857142857143,2249.4964999999997,3.2264285714285714,1022.3428571428572,3.6356571428571427,0.23853904761904762,4.611428571428571,237886.20903954803,128437.4741873805,123646.20930232559,62075.142857142855,609.7151767151768,555.627536231884,84.46261770244821,45.60263862332696,43.901078224101475,22.037142857142857,1972.786956521739,240.8840579710145,0.08552463768115942,50.67793137254902,664.463,39.8,14.952,9.473,16978.068,,170.05,13.57,1.9,14.5,88.469,5.8,79.19,0.814,281646.0,-59.12257919354838,-2.559032258064516,4.9561290322580644,-210.64332661290325,16.4
Belarus,527043.6251154201,917.8550323176362,922.1115658627087,3987.034253092293,6.772597526165557,6.802782982791587,55274.88810987996,96.26211172668513,96.70852319109461,418.14910941960034,0.7103396764985728,0.7134655831739961,0.7931349206349206,,,,,,,,,5623762.896057348,15088.197916666666,587.1438781362007,1.57528125,16656.939393939392,1.7390719696969696,0.06875189393939395,28.51060606060606,7811454.301587301,3692643.62295082,3276829.896551724,1892246.12,,24928.854304635763,81.9242857142857,38.72688524590164,34.36672413793104,19.8448,2614.406622516556,8645.997350993377,0.09069668874172185,24.663969171483622,46.858,40.3,14.799,9.788,17167.967,,443.129,5.18,10.5,46.1,,11.0,74.79,0.823,9534956.0,11802.40714642857,9.517142857142858,22.73,1229.014472857143,56.6
Belgium,1962049.32068654,4265.833938294011,4280.943091157703,23278.65359477124,31.674178403755867,31.790146226415093,168330.66935591688,365.97994010889295,367.27619325433,1997.1522857142859,2.7174394366197183,2.7273896226415095,1.1231395348837208,319.7191328934967,27.429753063147974,1804.0754005655042,154.77755890669178,,,975.0265402843602,83.65073364928911,14326721.902497027,40803.33531510107,1233.8475374554102,3.5140772889417358,41109.02877697842,3.5404016786570747,0.11794730538922156,21.293293413173654,18652342.69130999,7394538.072632944,6899979.816883117,7009403.875968993,38464.6987012987,38464.027272727275,160.02450064850842,63.44022049286641,59.19701298701298,60.13581395348837,3299.9844155844157,12033.018181818183,0.10321688311688312,41.27083804143126,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.399999999999995,,5.64,81.63,0.9309999999999999,11655923.0,15444.79432445946,9.170743243243242,8.918716216216216,1328.5049480743244,56.5
Belize,30734.480642115202,66.78092540132201,67.0803880455408,406.02966507177035,0.663470757430489,0.664509633911368,75834.24170254958,164.77522757318224,165.51406831119544,1001.8374057416269,1.637020134228188,1.6393901734104046,0.9534470989761092,,,,,,,,,296181.9464285714,974.6666666666666,740.3975,2.4363333333333332,1164.9736842105262,2.912163157894737,0.08077105263157895,32.211609498680744,252084.70807453417,145064.91304347827,130332.75630252101,47955.282608695656,2307.269230769231,706.1067415730337,62.1991304347826,35.79341614906832,32.158655462184875,11.832608695652173,1742.2443820224719,354.6334269662921,0.08745224719101123,51.096005917159765,16.426,25.0,3.853,2.279,7824.362,,176.957,17.11,,,90.083,1.3,74.62,0.716,405285.0,123.38181586363636,2.815,14.229545454545455,308.13043404545454,
Benin,15252.948405253283,26.47793427230047,26.60014528301887,110.20478468899522,0.15598086124401914,0.15607884615384615,1142.2978433395872,1.9829455399061033,1.9921066037735846,8.253244019138755,0.011688038277511963,0.011674038461538461,0.4830721649484536,,,,,,,,,604310.0,,46.496,,,,,,1803755.5714285714,1624945.15,1394262.90625,,,7152.418803418804,13.507619047619048,12.16875,10.441875,,535.6547008547009,6243.210256410256,0.04681709401709402,33.564250734573946,99.11,18.8,3.244,1.942,2064.236,49.6,235.848,0.9899999999999999,0.6,12.3,11.035,0.5,61.77,0.545,13352864.0,,,,,12.9
